 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 GSG2C20A     MARK          0        532.622     0         0          0        
 SH1G2C20A    SEXT          0.2      532.822     0         19.8329    0        
 DH1AG2A      DRIF          0.085    532.907     0         0          0        
 PH1G2C20A    BPM           0        532.907     0         0          0        
 DBPM01       DRIF          0.081    532.988     0         0          0        
 QH1G2C20A    QUAD          0.268    533.256     -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   533.405     0         0          0        
 SQHG2C20A    SQ_TRIM       0.2      533.605     0         0          0        
 DH2BG2A      DRIF          0.4535   534.058     0         0          0        
 QH2G2C20A    QUAD          0.46     534.518     1.43673   0          0        
 DH3AG2A      DRIF          0.184    534.702     0         0          0        
 SH3G2C20A    SEXT          0.2      534.902     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    535.088     0         0          0        
 QH3G2C20A    QUAD          0.268    535.356     -1.75355  0          0        
 DH4AG2A      DRIF          0.07602  535.432     0         0          0        
 PH2G2C20A    BPM           0        535.432     0         0          0        
 DBPM02       DRIF          0.08998  535.522     0         0          0        
 SH4G2C20A    SEXT          0.2      535.722     0         -15.8209   0        
 DH4BG2A      DRIF          0.2485   535.971     0         0          0        
 CH2G2C20A    TRIMD         0.3      536.271     0         0          0        
 GEG2C20A     MARK          0        536.271     0         0          0        
 DH4CG3A      DRIF          0.0315   536.302     0         0          0        
 GSG3C20A     MARK          0        536.302     0         0          0        
 B1G3C20A     DIPOLE        2.62     538.922     0         0          0.10472  
 GEG3C20A     MARK          0        538.922     0         0          0        
 GSG4C20A     MARK          0        538.922     0         0          0        
 DM1AG4A      DRIF          0.501    539.423     0         0          0        
 CM1G4C20A    TRIMD         0.2      539.623     0         0          0        
 DM1BG4A      DRIF          0.2755   539.899     0         0          0        
 QM1G4C20A    QUAD          0.247    540.146     -0.812235  0          0        
 DM2AG4A      DRIF          0.2015   540.347     0         0          0        
 SM1G4C20A    SEXT          0.2      540.547     0         -23.6806   0        
 DFT1         DRIF          0.2332   540.78      0         0          0        
 FM1G4C20A    FTRIM         0.044    540.824     0         0          0        
 DM2BG4A      DRIF          0.2924   541.117     0         0          0        
 PM1G4C20A    BPM           0        541.117     0         0          0        
 DBPM03       DRIF          0.0844   541.201     0         0          0        
 QM2G4C20A    QUAD          0.282    541.483     1.22615   0          0        
 DM2CG4A      DRIF          0.184    541.667     0         0          0        
 SM2G4C20B    SEXT          0.25     541.917     0         28.6432    0        
 DM2CG4B      DRIF          0.184    542.101     0         0          0        
 QM2G4C20B    QUAD          0.282    542.383     1.22615   0          0        
 DM2BG4B      DRIF          0.504    542.887     0         0          0        
 SM1G4C20B    SEXT          0.2      543.087     0         -25.946    0        
 DM2AG4B      DRIF          0.26226  543.349     0         0          0        
 PM1G4C20B    BPM           0        543.349     0         0          0        
 DBPM04       DRIF          0.08924  543.439     0         0          0        
 QM1G4C20B    QUAD          0.247    543.686     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   543.796     0         0          0        
 CM1G4C20B    TRIMD         0.3      544.096     0         0          0        
 GEG4C20B     MARK          0        544.096     0         0          0        
 GSG5C20B     MARK          0        544.096     0         0          0        
 DM1DG5B1     DRIF          0.1      544.196     0         0          0        
 DPWG5B       DRIF          0.2      544.396     0         0          0        
 DM1CG5B1     DRIF          0.266    544.662     0         0          0        
 B1G5C20B     DIPOLE        2.62     547.282     0         0          0.10472  
 GEG5C20B     MARK          0        547.282     0         0          0        
 DL4BG6B      DRIF          0.2178   547.5       0         0          0        
 GSG6C20B     MARK          0        547.5       0         0          0        
 DL4AG6B      DRIF          0.3732   547.873     0         0          0        
 QL3G6C20B    QUAD          0.268    548.141     -1.51868  0          0        
 DBPM05       DRIF          0.07822  548.219     0         0          0        
 PL2G6C20B    BPM           0        548.219     0         0          0        
 DL3CG6B      DRIF          0.08778  548.307     0         0          0        
 SL3G6C20B    SEXT          0.2      548.507     0         -29.4609   0        
 DL3BG6B      DRIF          0.1575   548.665     0         0          0        
 CL2G6C20B    TRIMD         0.2      548.865     0         0          0        
 DL3AG6B      DRIF          0.2021   549.067     0         0          0        
 QL2G6C20B    QUAD          0.46     549.527     1.76477   0          0        
 DL2CG6B      DRIF          0.244    549.771     0         0          0        
 SL2G6C20B    SEXT          0.2      549.971     0         35.6779    0        
 DL2BG6B      DRIF          0.13125  550.102     0         0          0        
 CL1G6C20B    TRIMD         0.2      550.302     0         0          0        
 DL2AG6B      DRIF          0.13475  550.437     0         0          0        
 QL1G6C20B    QUAD          0.268    550.705     -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   550.783     0         0          0        
 PL1G6C20B    BPM           0        550.783     0         0          0        
 DBPM06       DRIF          0.0877   550.871     0         0          0        
 SL1G6C20B    SEXT          0.2      551.071     0         -13.2716   0        
 GEG6C20B     MARK          0        551.071     0         0          0        
 GSG1C21A     MARK          0        551.071     0         0          0        
 DL0BG1A      DRIF          0.44652  551.517     0         0          0        
 FL1G1C21A    FTRIM         0.044    551.561     0         0          0        
 DFT2         DRIF          0.051    551.612     0         0          0        
 DLDK         DRIF          0.095    551.707     0         0          0        
 DL01G1A      DRIF          2.66348  554.371     0         0          0        
 DL02G1A      DRIF          2.79768  557.168     0         0          0        
 DLDK         DRIF          0.095    557.263     0         0          0        
 DFT2         DRIF          0.051    557.314     0         0          0        
 FL2G1C21A    FTRIM         0.044    557.358     0         0          0        
 DL0AG1A      DRIF          0.31232  557.671     0         0          0        
 GEG1C21A     MARK          0        557.671     0         0          0        
 GSG2C21A     MARK          0        557.671     0         0          0        
 SL1G2C21A    SEXT          0.2      557.871     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     557.961     0         0          0        
 PL1G2C21A    BPM           0        557.961     0         0          0        
